"Albania","Faroe Islands",0
"Albania","Greenland",0
"Albania","Albania",20
"Albania","Andorra",0
"Albania","Belarus",0
"Albania","Belgium",0
"Albania","Bosnia and Herzegovina",0
"Albania","Bulgaria",0
"Albania","Cyprus",0
"Albania","GDR",0
"Albania","Estonia",0
"Albania","Finland",0
"Albania","France",0
"Albania","Greece",1
"Albania","Ireland",0
"Albania","Iceland",0
"Albania","Italy",0
"Albania","Yugoslavia",0
"Albania","Yugoslavia, Federal Republic",0
"Albania","Kosovo",0
"Albania","Croatia",0
"Albania","Latvia",0
"Albania","Liechtenstein",0
"Albania","Lithuania",0
"Albania","Luxembourg",0
"Albania","Malta",0
"Albania","Moldova",0
"Albania","Monaco",0
"Albania","Montenegro",0
"Albania","Netherlands",0
"Albania","Northern Ireland",0
"Albania","Republic of North Macedonia",0
"Albania","Norway",1
"Albania","Poland",0
"Albania","Portugal",0
"Albania","Romania",0
"Albania","Russia",0
"Albania","San Marino",0
"Albania","Switzerland",0
"Albania","Serbia",0
"Albania","Serbia and Montenegro",0
"Albania","Slovakia",0
"Albania","Slovenia",0
"Albania","Soviet Union",0
"Albania","Spain",1
"Albania","United Kingdom",0
"Albania","Sweden",3
"Albania","Czech Republic",0
"Albania","Czechoslovakia",0
"Albania","Turkey",0
"Albania","Germany",0
"Albania","Ukraine",0
"Albania","Hungary",0
"Albania","Vatican City State",0
"Albania","Austria",0
"Albania","Europe not stated",0
"Albania","Algeria",0
"Albania","Angola",0
"Albania","Benin",0
"Albania","Botswana",0
"Albania","Burkina Faso",0
"Albania","Burundi",0
"Albania","Cameroon",0
"Albania","Central African Republic",0
"Albania","Comoros",0
"Albania","Congo, Democratic Republic",0
"Albania","Congo, Republic",0
"Albania","Djibouti",0
"Albania","Egypt",0
"Albania","Ivory Coast",0
"Albania","Eritrea",0
"Albania","Eswantini",0
"Albania","Ethiopia",0
"Albania","Gabon",0
"Albania","Gambia, The",0
"Albania","Ghana",0
"Albania","Guinea",0
"Albania","Guinea-Bissau",0
"Albania","Cape Verde",0
"Albania","Kenya",0
"Albania","Lesotho",0
"Albania","Liberia",0
"Albania","Libya",0
"Albania","Madagascar",0
"Albania","Malawi",0
"Albania","Mali",0
"Albania","Morocco",0
"Albania","Mauritania",0
"Albania","Mauritius",0
"Albania","Mozambique",0
"Albania","Namibia",0
"Albania","Niger",0
"Albania","Nigeria",0
"Albania","Reunion",0
"Albania","Rwanda",0
"Albania","Sao Tome and Principe",0
"Albania","Senegal",0
"Albania","Seychelles",0
"Albania","Sierra Leone",0
"Albania","Saint Helena",0
"Albania","Somalia",0
"Albania","Spanish territories in Africa",0
"Albania","Sudan",0
"Albania","South Africa",0
"Albania","South Sudan",0
"Albania","Southwest Africa",0
"Albania","Tanzania",0
"Albania","Chad",0
"Albania","Togo",0
"Albania","Tunisia",0
"Albania","Uganda",0
"Albania","Zambia",0
"Albania","Zimbabwe",0
"Albania","Equatorial Guinea",0
"Albania","Africa not stated",0
"Albania","Canada",0
"Albania","USA",0
"Albania","North America not stated",0
"Albania","Antigua and Barbuda",0
"Albania","Argentina",0
"Albania","Aruba",0
"Albania","Bahamas",0
"Albania","Barbados",0
"Albania","Belize",0
"Albania","Bermuda",0
"Albania","Bolivia",0
"Albania","Brazil",0
"Albania","British West Indies",0
"Albania","Chile",0
"Albania","Colombia",0
"Albania","Costa Rica",0
"Albania","Cuba",0
"Albania","Curacao",0
"Albania","Dominica",0
"Albania","Dominican Republic",0
"Albania","Ecuador",0
"Albania","El Salvador",0
"Albania","Falkland Islands",0
"Albania","French Guiana",0
"Albania","French West Indies",0
"Albania","Grenada",0
"Albania","Guadeloupe",0
"Albania","Guatemala",0
"Albania","Guyana",0
"Albania","Haiti",0
"Albania","Honduras",0
"Albania","Jamaica",0
"Albania","Martinique",0
"Albania","Mexico",0
"Albania","Nauru",0
"Albania","Netherlands Antilles",0
"Albania","Nicaragua",0
"Albania","Panama",0
"Albania","Paraguay",0
"Albania","Peru",0
"Albania","Puerto Rico",0
"Albania","Saint Kitts and Nevis",0
"Albania","Saint Lucia",0
"Albania","Saint Vincent and the Grenadines",0
"Albania","Suriname",0
"Albania","Trinidad and Tobago",0
"Albania","Uruguay",0
"Albania","Venezuela",0
"Albania","West Indies",0
"Albania","South and central America not stated",0
"Albania","Abu Dhabi",0
"Albania","Afghanistan",0
"Albania","Armenia",0
"Albania","Azerbaijan",0
"Albania","Bahrain",0
"Albania","Bangladesh",0
"Albania","Bhutan",0
"Albania","Brunei",0
"Albania","Cambodia",0
"Albania","Dubai",0
"Albania","Philippines",0
"Albania","United Arab Emirates",0
"Albania","Gaza",0
"Albania","Georgia",0
"Albania","Hong Kong",0
"Albania","India",0
"Albania","Indochina",0
"Albania","Indonesia",0
"Albania","Iraq",0
"Albania","Iran",0
"Albania","Israel",0
"Albania","Japan",0
"Albania","Jordan",0
"Albania","Kazakhstan",0
"Albania","China",0
"Albania","Kyrgyzstan",0
"Albania","Kuwait",0
"Albania","Laos",0
"Albania","Lebanon",0
"Albania","Macao",0
"Albania","Malaysia",0
"Albania","Maldives",0
"Albania","Middle East not stated",0
"Albania","Mongolia",0
"Albania","Myanmar",0
"Albania","Nepal",0
"Albania","North Korea",0
"Albania","North Yemen",0
"Albania","Oman",0
"Albania","Pakistan",0
"Albania","Palestine",0
"Albania","Qatar",0
"Albania","Saudi Arabia",0
"Albania","Sikkim",0
"Albania","Singapore",0
"Albania","Sri Lanka",0
"Albania","South Korea",0
"Albania","Syria",0
"Albania","Tajikistan",0
"Albania","Taiwan",0
"Albania","Thailand",0
"Albania","Trucial Oman",0
"Albania","Turkmenistan",0
"Albania","Uzbekistan",0
"Albania","West Bank",0
"Albania","West bank and Gaza",0
"Albania","Vietnam",0
"Albania","Yemen",0
"Albania","East Jerusalem",0
"Albania","Asia not stated",0
"Albania","Australia",0
"Albania","Cook Islands",0
"Albania","Fiji",0
"Albania","French territories in the Pacific",0
"Albania","Kiribati",0
"Albania","Marshall Islands",0
"Albania","New Zealand",0
"Albania","Papua New Guinea",0
"Albania","Solomon Islands",0
"Albania","Samoa",0
"Albania","Tonga",0
"Albania","Tuvalu",0
"Albania","Vanuatu",0
"Albania","East Timor",0
"Albania","Pacific Islands",0
"Albania","Stateless",0
"Albania","Not stated",7
"Andorra","Faroe Islands",0
"Andorra","Greenland",0
"Andorra","Albania",0
"Andorra","Andorra",0
"Andorra","Belarus",0
"Andorra","Belgium",0
"Andorra","Bosnia and Herzegovina",0
"Andorra","Bulgaria",0
"Andorra","Cyprus",0
"Andorra","GDR",0
"Andorra","Estonia",0
"Andorra","Finland",0
"Andorra","France",0
"Andorra","Greece",0
"Andorra","Ireland",0
"Andorra","Iceland",0
"Andorra","Italy",0
"Andorra","Yugoslavia",0
"Andorra","Yugoslavia, Federal Republic",0
"Andorra","Kosovo",0
"Andorra","Croatia",0
"Andorra","Latvia",0
"Andorra","Liechtenstein",0
"Andorra","Lithuania",0
"Andorra","Luxembourg",0
"Andorra","Malta",0
"Andorra","Moldova",0
"Andorra","Monaco",0
"Andorra","Montenegro",0
"Andorra","Netherlands",0
"Andorra","Northern Ireland",0
"Andorra","Republic of North Macedonia",0
"Andorra","Norway",0
"Andorra","Poland",0
"Andorra","Portugal",0
"Andorra","Romania",0
"Andorra","Russia",0
"Andorra","San Marino",0
"Andorra","Switzerland",0
"Andorra","Serbia",0
"Andorra","Serbia and Montenegro",0
"Andorra","Slovakia",0
"Andorra","Slovenia",0
"Andorra","Soviet Union",0
"Andorra","Spain",0
"Andorra","United Kingdom",0
"Andorra","Sweden",0
"Andorra","Czech Republic",0
"Andorra","Czechoslovakia",0
"Andorra","Turkey",0
"Andorra","Germany",0
"Andorra","Ukraine",0
"Andorra","Hungary",0
"Andorra","Vatican City State",0
"Andorra","Austria",0
"Andorra","Europe not stated",0
"Andorra","Algeria",0
"Andorra","Angola",0
"Andorra","Benin",0
"Andorra","Botswana",0
"Andorra","Burkina Faso",0
"Andorra","Burundi",0
"Andorra","Cameroon",0
"Andorra","Central African Republic",0
"Andorra","Comoros",0
"Andorra","Congo, Democratic Republic",0
"Andorra","Congo, Republic",0
"Andorra","Djibouti",0
"Andorra","Egypt",0
"Andorra","Ivory Coast",0
"Andorra","Eritrea",0
"Andorra","Eswantini",0
"Andorra","Ethiopia",0
"Andorra","Gabon",0
"Andorra","Gambia, The",0
"Andorra","Ghana",0
"Andorra","Guinea",0
"Andorra","Guinea-Bissau",0
"Andorra","Cape Verde",0
"Andorra","Kenya",0
"Andorra","Lesotho",0
"Andorra","Liberia",0
"Andorra","Libya",0
"Andorra","Madagascar",0
"Andorra","Malawi",0
"Andorra","Mali",0
"Andorra","Morocco",0
