"0 years","Albania",1,2,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Belarus",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Bosnia and Herzegovina",4,0,1,1,0,0,2,5,0,0,0,0,0,0
"0 years","Bulgaria",0,0,1,0,0,0,1,1,0,0,0,0,2,0
"0 years","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","GDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","France",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0 years","Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Iceland",0,2,0,0,0,0,0,0,0,0,2,0,0,0
"0 years","Italy",0,0,0,1,0,0,0,0,0,0,0,1,0,1
"0 years","Yugoslavia",1,0,0,1,0,0,1,2,0,0,0,0,0,0
"0 years","Yugoslavia, Federal Republic",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Kosovo",1,1,2,1,2,3,3,1,0,0,1,0,0,0
"0 years","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Latvia",1,0,0,0,1,1,3,0,0,0,0,0,0,0
"0 years","Liechtenstein",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Lithuania",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Luxembourg",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Montenegro",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0 years","Netherlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Northern Ireland",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Republic of North Macedonia",1,0,0,0,1,1,3,0,0,0,0,1,0,0
"0 years","Norway",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0 years","Poland",0,1,1,0,0,0,0,4,0,0,1,0,1,1
"0 years","Portugal",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"0 years","Romania",0,0,1,0,0,0,2,3,0,0,1,1,1,0
"0 years","Russia",0,1,0,1,0,1,1,0,0,0,1,1,0,0
"0 years","San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Switzerland",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Serbia",0,0,0,1,0,0,0,1,1,0,0,1,0,0
"0 years","Serbia and Montenegro",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Slovenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Soviet Union",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Spain",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"0 years","United Kingdom",1,2,0,2,0,1,2,0,0,0,2,0,1,0
"0 years","Sweden",0,0,0,1,1,0,1,0,0,0,0,0,1,0
"0 years","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Czechoslovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Turkey",4,4,2,1,3,1,8,4,1,0,1,2,0,0
"0 years","Germany",2,0,0,1,0,0,0,1,1,0,0,0,0,1
"0 years","Ukraine",0,1,0,0,0,0,2,1,2,0,1,4,1,1
"0 years","Hungary",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Vatican City State",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Europe not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Algeria",2,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Angola",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Burkina Faso",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"0 years","Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Congo, Democratic Republic",0,0,0,0,1,1,0,1,0,0,0,0,1,1
"0 years","Congo, Republic",0,0,1,0,0,1,0,0,0,0,0,0,0,0
"0 years","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Egypt",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"0 years","Ivory Coast",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Eswantini",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Ethiopia",2,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Gambia, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Ghana",0,0,0,1,0,1,1,0,0,0,0,0,0,0
"0 years","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Kenya",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 years","Lesotho",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0 years","Libya",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0 years","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0
